Delivery_Date,Delivery_ID,Delivery_Partner,Package_Type,Vehicle_Type,Delivery_Mode,Region,Weather_Condition,Distance_KM,Package_Weight_KG,Delivery_Time,Expected_Time,Delayed,Delivery_Status,Delivery_Rating,Delivery_Cost
11-10-2025,518440,dhl,pharmacy,ev bike,express,central,cold,272.6,12.8,10:30:00 AM,12:00:00 PM,yes,delayed,2,1451.52
12-10-2025,518530,blue dart,pharmacy,scooter,express,south,stormy,83.5,24,10:30:00 AM,12:00:00 PM,yes,delayed,2,539.56
13-10-2025,518620,dhl,fragile items,truck,express,central,foggy,198.5,20.1,10:35:00 AM, 10:29:00 AM,no,delivered,5,1102.8
14-10-2025,518710,ecom express,groceries,ev bike,express,west,hot,158.7,35.1,10:40:00 AM,12:00:00 PM,yes,failed,2,948.68
15-10-2025,518800,dhl,documents,truck,same day,north,clear,265.3,31.8,11:45:00 AM, 11:08:00 AM,no,delivered,5,1521.9
16-10-2025,518890,ecom express,cosmetics,truck,express,east,stormy,208.8,22.8,11:50:00 AM,12:00:00 PM,yes,delayed,2,1162.49
17-10-2025,518980,fedex,automobile parts,scooter,express,east,rainy,55.7,46.5,12:00:00 PM,11:00:00 PM,yes,failed,1,468
18-10-2025,519070,xpressbees,automobile parts,van,standard,east,foggy,80.6,45.2,12:15:00 PM,12:07:00 PM,no,delivered,3,538.48
19-10-2025,519160,fedex,clothing,bike,same day,east,stormy,187.7,6.7,12:30:00 PM,12:13:00 PM,yes,delayed,3,1058.57
20-10-2025,519250,ekart,automobile parts,bike,standard,south,foggy,225.6,22.8,12:45:00 PM,12:21:00 PM,no,delivered,5,1196.49
21-10-2025,519340,xpressbees,fragile items,truck,express,east,rainy,24.5,0.7,01:00:00 PM,12:47:00 PM,yes,delayed,2,174.12
22-10-2025,519430,ecom express,clothing,scooter,standard,west,rainy,194.3,29.5,01:15:00 PM,12:45:00 PM,no,delivered,4,1060.03
23-10-2025,519520,ekart,electronics,van,express,central,foggy,52,43.2,01:00:00 PM,12:55:00 PM,yes,delayed,3,439.54
24-10-2025,519610,amazon logistics,clothing,van,same day,north,clear,282.9,31.3,03:10:00 PM,03:10:00 PM,yes,delayed,2,1608.49
25-10-2025,519700,ekart,automobile parts,van,same day,north,cold,289.2,16.1,03:25:00 PM,11:00:00 PM,yes,failed,1,1594.42
26-10-2025,519790,xpressbees,cosmetics,ev bike,standard,east,cold,257.9,45.9,03:35:00 PM,03:10:00 PM,no,delivered,3,1427.26
27-10-2025,519880,amazon logistics,pharmacy,van,same day,east,hot,258.3,42.8,03:50:00 PM,03:40:00 PM,yes,delayed,2,1519.87
28-10-2025,519970,fedex,pharmacy,ev van,express,central,rainy,288.4,44.1,04:00:00 PM, 03:30:00 PM,yes,delayed,2,1624.36
29-10-2025,520060,xpressbees,groceries,van,express,east,hot,86.5,37,04:10:00 PM, 04:05:00 PM,no,delivered,4,593.62
30-10-2025,520150,ekart,automobile parts,ev van,same day,south,stormy,157.3,4.5,04:30:00 PM, 04:19:00 PM,yes,delayed,2,900.03
31-10-2025,520240,delhivery,clothing,ev van,standard,central,rainy,41,29.3,05:05:00 PM, 04:55:00 PM,no,delivered,5,292.75
01-10-2025,520330,delhivery,documents,van,standard,central,foggy,137.4,27.9,05:20:00 PM, 05:10:00 PM,no,delivered,3,770.61
02-10-2025,520420,fedex,clothing,ev bike,standard,north,clear,32.3,46.6,05:20:00 PM, 05:18:00 PM,no,delivered,4,301.24
03-10-2025,520510,ecom express,fragile items,van,express,central,clear,207.8,40.1,05:25:00 PM, 05:16:00 PM,yes,delayed,2,1209.36
04-10-2025,520600,blue dart,furniture,ev van,standard,south,foggy,23.6,12.4,05:30:00 PM, 05:25:00 PM,no,delivered,4,155.2
05-10-2025,520690,fedex,cosmetics,ev bike,standard,south,clear,258,37.9,06:00:00 PM, 05:40:00 PM,no,delivered,4,1403.76
06-10-2025,520780,xpressbees,automobile parts,van,same day,north,cold,255.6,18.9,06:15:00 PM, 06:10:00 PM,no,delivered,5,1434.79
07-10-2025,520870,blue dart,clothing,scooter,standard,north,cold,289.7,19.1,06:30:00 PM, 06:28:00 PM,no,delivered,5,1505.89
08-10-2025,520960,xpressbees,automobile parts,ev van,express,north,rainy,9.1,45.7,06:45:00 PM, 06:10:00 PM,yes,delayed,3,232.45
09-10-2025,521050,ekart,clothing,truck,standard,west,foggy,245.8,4.2,07:00:00 PM, 06:28:00 PM,no,delivered,5,1241.57
10-10-2025,521140,amazon logistics,cosmetics,ev bike,two day,central,hot,88.6,8.7,07:15:00 PM, 07:10:00 PM,no,delivered,3,469.01
11-10-2025,521230,shadowfax,cosmetics,ev bike,standard,central,rainy,59.6,20.8,07:30:00 PM, 07:15:00 PM,no,delivered,4,360.52
12-10-2025,521320,fedex,fragile items,bike,express,east,hot,225.4,22.3,07:45:00 PM, 07:30:00 PM,no,delivered,5,1243.9
13-10-2025,521410,blue dart,clothing,scooter,express,south,clear,36.9,45.5,08:00:00 PM, 07:40:00 PM,yes,delayed,3,370.85
14-10-2025,521500,fedex,automobile parts,ev van,same day,central,stormy,262.9,31.7,08:15:00 PM, 08:10:00 PM,yes,delayed,2,1509.69
15-10-2025,521590,amazon logistics,fragile items,scooter,standard,central,clear,262.7,28.7,08:30:00 PM, 08:28:00 PM,no,delivered,5,1399.6
16-10-2025,521680,delhivery,electronics,ev van,two day,east,hot,167.2,35.9,08:45:00 PM, 08:30:00 PM,no,delivered,3,943.73
17-10-2025,521770,xpressbees,pharmacy,van,express,south,hot,127.4,3.5,09:00:00 PM, 08:28:00 PM,no,delivered,3,697.47
18-10-2025,521860,fedex,fragile items,ev van,standard,central,foggy,267,26.5,10:25:00 AM,10:22:00 AM,no,delivered,3,1414.47
19-10-2025,521950,xpressbees,furniture,truck,same day,south,cold,214,34.3,10:30:00 AM, 10:25:00 AM,no,delivered,4,1273.02
20-10-2025,522040,shadowfax,groceries,bike,same day,east,stormy,10.6,42.7,10:30:00 AM,10:27:00 AM,no,delivered,5,281.04
21-10-2025,522130,dhl,documents,scooter,same day,central,rainy,124.2,1,10:35:00 AM, 10:29:00 AM,no,delivered,5,724.06
22-10-2025,522220,ekart,furniture,ev van,two day,north,stormy,129.5,13.4,10:40:00 AM,10:34:00 AM,no,delivered,4,687.64
23-10-2025,522310,shadowfax,automobile parts,scooter,express,south,foggy,257,10.8,11:45:00 AM,12:00:00 PM,yes,delayed,2,1367.49
24-10-2025,522400,blue dart,pharmacy,scooter,two day,south,hot,264.9,43.2,11:50:00 AM,11:41:00 AM,no,delivered,5,1453.98
25-10-2025,522490,shadowfax,cosmetics,bike,two day,west,stormy,163.5,19.8,12:00:00 PM,11:52:00 AM,no,delivered,5,876.99
26-10-2025,522580,delhivery,fragile items,truck,same day,north,hot,34.6,47.4,12:15:00 PM,12:07:00 PM,no,delivered,4,415.26
27-10-2025,522670,shadowfax,fragile items,ev bike,two day,north,rainy,183.1,38.2,12:30:00 PM,12:13:00 PM,no,delivered,4,1029.95
28-10-2025,522760,shadowfax,groceries,ev van,standard,south,clear,138.7,43.2,12:45:00 PM,12:21:00 PM,no,delivered,5,822.95
29-10-2025,522850,delhivery,cosmetics,ev van,same day,south,foggy,127.5,41.9,01:00:00 PM,12:47:00 PM,no,delivered,5,863.26
30-10-2025,522940,xpressbees,documents,ev van,standard,west,clear,295.3,8.1,01:15:00 PM,12:45:00 PM,no,delivered,4,1500.68
31-10-2025,523030,dhl,pharmacy,ev van,express,central,foggy,297.1,2.6,01:00:00 PM,12:55:00 PM,yes,delayed,3,1551.92
01-10-2025,523120,amazon logistics,documents,truck,same day,east,foggy,123.5,29.4,03:10:00 PM,03:10:00 PM,yes,delayed,2,805.61
02-10-2025,523210,delhivery,automobile parts,ev bike,standard,south,stormy,280.4,3.8,03:25:00 PM,03:16:00 PM,no,delivered,4,1413.34
03-10-2025,523300,blue dart,cosmetics,truck,express,west,hot,74.1,28.6,03:35:00 PM,11:00:00 PM,yes,failed,1,506.42
04-10-2025,523390,fedex,pharmacy,bike,express,west,cold,58.9,12,03:50:00 PM,03:40:00 PM,no,delivered,3,380.41
05-10-2025,523480,blue dart,furniture,bike,standard,north,clear,197.4,47.4,04:00:00 PM, 03:30:00 PM,no,delivered,5,1129.26
06-10-2025,523570,ekart,furniture,bike,same day,central,foggy,150.6,22.4,04:10:00 PM, 04:05:00 PM,no,delivered,4,920.2
07-10-2025,523660,shadowfax,fragile items,van,two day,east,hot,224,31.5,04:30:00 PM, 04:19:00 PM,no,delivered,3,1214.35
08-10-2025,523750,blue dart,documents,van,two day,west,rainy,33.9,29.9,05:05:00 PM, 04:55:00 PM,no,delivered,5,259.23
09-10-2025,523840,xpressbees,fragile items,truck,two day,north,cold,145.2,46.2,05:20:00 PM, 05:10:00 PM,no,delivered,3,864.51
10-10-2025,523930,delhivery,documents,truck,two day,central,stormy,204.9,41.2,05:20:00 PM, 05:18:00 PM,no,delivered,4,1147.95
11-10-2025,524020,blue dart,clothing,van,standard,central,foggy,150.8,39.6,05:25:00 PM, 05:16:00 PM,no,delivered,3,872.92
12-10-2025,524110,shadowfax,cosmetics,ev bike,standard,central,clear,86.6,16.2,05:30:00 PM, 05:25:00 PM,no,delivered,5,481.51
13-10-2025,524200,amazon logistics,cosmetics,ev van,standard,east,stormy,150.7,17.6,06:00:00 PM, 05:40:00 PM,no,delivered,4,806.18
14-10-2025,524290,blue dart,groceries,scooter,two day,north,clear,176,18.9,06:15:00 PM, 06:10:00 PM,no,delivered,4,936.76
15-10-2025,524380,ekart,pharmacy,scooter,standard,east,rainy,165.6,18.7,06:30:00 PM, 06:28:00 PM,no,delivered,3,884.07
16-10-2025,524470,ecom express,cosmetics,ev van,two day,west,foggy,170.2,44.1,06:45:00 PM, 06:10:00 PM,no,delivered,5,983.36
17-10-2025,524560,ecom express,fragile items,ev van,express,east,clear,133.4,24.3,07:00:00 PM,11:00:00 PM,yes,failed,2,789.99
18-10-2025,524650,shadowfax,automobile parts,scooter,same day,east,clear,100,33.3,07:15:00 PM, 07:10:00 PM,no,delivered,3,700.02
19-10-2025,524740,fedex,fragile items,truck,two day,south,cold,22.1,11.5,07:30:00 PM, 07:15:00 PM,no,delivered,5,144.91
20-10-2025,524830,dhl,groceries,truck,two day,west,foggy,14.9,49.4,07:45:00 PM, 07:30:00 PM,no,delivered,3,222.55
21-10-2025,524920,shadowfax,documents,truck,standard,east,clear,160.6,48.1,08:00:00 PM, 07:40:00 PM,no,delivered,4,947.24
22-10-2025,525010,shadowfax,electronics,ev van,express,west,rainy,257.8,30.3,08:15:00 PM,11:00:00 PM,yes,failed,1,1429.84
23-10-2025,525100,ekart,pharmacy,bike,standard,north,stormy,235.9,46.1,08:30:00 PM, 08:28:00 PM,no,delivered,3,1317.65
24-10-2025,525190,delhivery,pharmacy,truck,express,south,cold,161.3,41.7,08:45:00 PM, 08:30:00 PM,no,delivered,3,981.72
25-10-2025,525280,blue dart,cosmetics,scooter,express,central,foggy,192.2,4.9,09:00:00 PM, 08:28:00 PM,yes,delayed,2,1025.55
26-10-2025,525370,ecom express,electronics,ev bike,two day,west,rainy,293,48.5,10:25:00 AM,10:22:00 AM,no,delivered,5,1610.5
27-10-2025,525460,dhl,cosmetics,truck,same day,west,foggy,290.2,15.2,10:30:00 AM,12:00:00 PM,yes,delayed,3,1596.63
28-10-2025,525550,fedex,fragile items,ev bike,standard,east,hot,297.1,10.4,10:30:00 AM,10:27:00 AM,no,delivered,4,1523.17
29-10-2025,525640,fedex,cosmetics,ev van,express,east,clear,5.9,49.5,10:35:00 AM, 10:29:00 AM,no,delivered,4,228.09
30-10-2025,525730,amazon logistics,furniture,ev bike,same day,west,stormy,191.2,5.3,10:40:00 AM,12:00:00 PM,yes,delayed,3,1071.9
31-10-2025,525820,delhivery,electronics,ev van,same day,west,foggy,223.8,32.2,11:45:00 AM,12:00:00 PM,yes,delayed,2,1315.45
01-10-2025,525910,delhivery,furniture,ev bike,two day,east,cold,31.8,46.6,11:50:00 AM,11:41:00 AM,no,delivered,5,298.92
02-10-2025,526000,ekart,pharmacy,truck,standard,central,foggy,109.6,49.5,12:00:00 PM,11:52:00 AM,no,delivered,5,696.68
03-10-2025,526090,fedex,pharmacy,van,two day,south,stormy,50.4,43.7,12:15:00 PM,12:07:00 PM,no,delivered,5,383.1
04-10-2025,526180,xpressbees,pharmacy,van,two day,south,hot,116,45,12:30:00 PM,12:13:00 PM,no,delivered,4,715.12
05-10-2025,526270,fedex,furniture,van,standard,west,hot,132.9,24.1,12:45:00 PM,12:21:00 PM,no,delivered,5,736.65
06-10-2025,526360,dhl,furniture,truck,same day,west,clear,54.3,47.8,01:00:00 PM,12:47:00 PM,no,delivered,5,515.02
07-10-2025,526450,ecom express,documents,ev bike,same day,east,foggy,149.3,9.9,01:15:00 PM,12:45:00 PM,no,delivered,3,876.11
08-10-2025,526540,blue dart,pharmacy,van,two day,central,clear,57.1,12.9,01:00:00 PM,12:55:00 PM,no,delivered,5,324.23
09-10-2025,526630,shadowfax,documents,truck,standard,central,clear,276.8,10.7,03:10:00 PM,03:10:00 PM,no,delivered,4,1416.07
10-10-2025,526720,fedex,furniture,van,standard,south,foggy,51.7,34.8,03:25:00 PM,03:16:00 PM,no,delivered,5,362.96
11-10-2025,526810,fedex,groceries,truck,two day,west,foggy,154.3,1.9,03:35:00 PM,03:10:00 PM,no,delivered,5,777.23
12-10-2025,526900,amazon logistics,cosmetics,ev bike,standard,central,hot,103.9,11.4,03:50:00 PM,03:40:00 PM,no,delivered,5,553.7
13-10-2025,526990,ekart,automobile parts,van,express,central,hot,127.4,22.7,04:00:00 PM, 03:30:00 PM,yes,delayed,2,755.16
14-10-2025,527080,ecom express,pharmacy,van,express,east,cold,117.4,18.4,04:10:00 PM, 04:05:00 PM,no,delivered,4,692.08
15-10-2025,527170,ekart,clothing,scooter,same day,west,rainy,293.6,0.7,04:30:00 PM,11:00:00 PM,yes,failed,1,1569.17
16-10-2025,527260,fedex,cosmetics,van,express,west,stormy,199.4,11.7,05:05:00 PM, 04:55:00 PM,yes,delayed,2,1082.13
17-10-2025,527350,fedex,documents,van,two day,central,clear,15.6,2.9,05:20:00 PM, 05:10:00 PM,no,delivered,5,95.67
18-10-2025,527440,amazon logistics,electronics,bike,standard,south,foggy,250.7,11.8,05:20:00 PM, 05:18:00 PM,no,delivered,4,1288.9
19-10-2025,527530,dhl,clothing,ev van,same day,north,clear,164.1,25.8,05:25:00 PM, 05:16:00 PM,no,delivered,5,997.9
20-10-2025,527620,ekart,automobile parts,ev van,same day,west,cold,35.8,18.2,05:30:00 PM, 05:25:00 PM,no,delivered,4,333.63
21-10-2025,527710,delhivery,groceries,scooter,same day,west,stormy,142,41.3,06:00:00 PM, 05:40:00 PM,no,delivered,5,933.84
22-10-2025,527800,dhl,clothing,ev van,standard,central,clear,40.9,19,06:15:00 PM, 06:10:00 PM,no,delivered,5,261.62
23-10-2025,527890,amazon logistics,clothing,scooter,express,north,foggy,167.7,20.1,06:30:00 PM, 06:28:00 PM,yes,delayed,3,948.77
24-10-2025,527980,delhivery,pharmacy,van,two day,north,hot,111.8,15.9,06:45:00 PM, 06:10:00 PM,no,delivered,4,606.67
25-10-2025,528070,ecom express,cosmetics,bike,same day,east,hot,21,8,07:00:00 PM, 06:28:00 PM,no,delivered,4,229
26-10-2025,528160,fedex,groceries,truck,standard,west,hot,196.4,10.3,07:15:00 PM, 07:10:00 PM,no,delivered,3,1012.78
27-10-2025,528250,blue dart,electronics,van,same day,central,stormy,70.8,46.4,07:30:00 PM, 07:15:00 PM,yes,delayed,2,593.11
28-10-2025,528340,ekart,groceries,scooter,two day,west,cold,230.1,25.5,07:45:00 PM, 07:30:00 PM,no,delivered,4,1227.06
29-10-2025,528430,fedex,pharmacy,scooter,two day,west,cold,271.2,45.6,08:00:00 PM, 07:40:00 PM,no,delivered,5,1492.89
30-10-2025,528520,ekart,clothing,ev van,standard,south,foggy,73.6,30,08:15:00 PM, 08:10:00 PM,no,delivered,3,458.09
31-10-2025,528610,delhivery,documents,ev bike,standard,east,cold,92.4,17.4,08:30:00 PM, 08:28:00 PM,no,delivered,4,514.08
01-10-2025,528700,shadowfax,electronics,bike,standard,north,hot,14.9,49.5,08:45:00 PM, 08:30:00 PM,no,delivered,5,222.88
02-10-2025,528790,xpressbees,furniture,bike,express,west,clear,145,3.6,09:00:00 PM, 08:28:00 PM,yes,delayed,3,785.65
03-10-2025,528880,blue dart,clothing,bike,two day,north,hot,252.2,46.2,10:25:00 AM,10:22:00 AM,no,delivered,4,1399.69
04-10-2025,528970,ekart,clothing,scooter,express,north,rainy,33.9,21.1,10:30:00 AM,12:00:00 PM,yes,delayed,2,282.71
05-10-2025,529060,ekart,clothing,ev bike,two day,north,cold,51.2,39.6,10:30:00 AM,10:27:00 AM,no,delivered,5,374.86
06-10-2025,529150,shadowfax,cosmetics,bike,standard,central,rainy,223.6,40.2,10:35:00 AM, 10:29:00 AM,no,delivered,5,1238.69
07-10-2025,529240,xpressbees,furniture,scooter,two day,north,foggy,191.8,15.5,10:40:00 AM,10:34:00 AM,no,delivered,3,1005.44
08-10-2025,529330,xpressbees,automobile parts,bike,two day,south,cold,60.6,4.1,11:45:00 AM, 11:08:00 AM,no,delivered,3,315.42
09-10-2025,529420,ecom express,groceries,truck,two day,central,hot,52.2,39.5,11:50:00 AM,11:41:00 AM,no,delivered,4,379.35
10-10-2025,529510,xpressbees,clothing,ev bike,same day,north,clear,22.1,36.8,12:00:00 PM,11:52:00 AM,no,delivered,5,321.02
11-10-2025,529600,ekart,clothing,truck,same day,east,cold,6.3,13.4,12:15:00 PM,12:07:00 PM,no,delivered,4,171.76
12-10-2025,529690,delhivery,automobile parts,ev van,standard,north,foggy,127.4,42.4,12:30:00 PM,12:13:00 PM,no,delivered,4,764.08
13-10-2025,529780,shadowfax,pharmacy,ev bike,two day,east,stormy,33.2,27.7,12:45:00 PM,12:21:00 PM,no,delivered,5,249.19
14-10-2025,529870,ecom express,documents,ev bike,same day,central,clear,88.3,38.2,01:00:00 PM,12:47:00 PM,no,delivered,5,656.16
15-10-2025,529960,ecom express,pharmacy,scooter,same day,south,clear,262.3,23.9,01:15:00 PM,12:45:00 PM,no,delivered,5,1483.08
16-10-2025,530050,ekart,pharmacy,ev van,express,east,foggy,15.8,4.8,01:00:00 PM,12:55:00 PM,no,delivered,4,143.37
17-10-2025,530140,ekart,clothing,truck,standard,central,foggy,239.2,4.5,03:10:00 PM,03:10:00 PM,no,delivered,5,1209.41
18-10-2025,530230,delhivery,cosmetics,bike,same day,east,clear,115.1,33.7,03:25:00 PM,03:16:00 PM,no,delivered,3,776.69
19-10-2025,530320,blue dart,clothing,bike,same day,central,clear,124.2,49.5,03:35:00 PM,03:10:00 PM,no,delivered,4,870.85
20-10-2025,530410,fedex,clothing,ev van,standard,south,hot,291.8,38.8,03:50:00 PM,03:40:00 PM,no,delivered,4,1575.4
21-10-2025,530500,fedex,cosmetics,scooter,two day,south,stormy,171,23.1,04:00:00 PM, 03:30:00 PM,no,delivered,5,924.42
22-10-2025,530590,dhl,furniture,van,standard,north,stormy,12,43.8,04:10:00 PM, 04:05:00 PM,no,delivered,5,191.43
23-10-2025,530680,ekart,clothing,ev bike,same day,south,stormy,238.4,24.4,04:30:00 PM, 04:19:00 PM,yes,delayed,3,1365.17
24-10-2025,530770,amazon logistics,electronics,ev bike,standard,north,cold,166.8,28.5,05:05:00 PM, 04:55:00 PM,no,delivered,5,919.41
25-10-2025,530860,fedex,pharmacy,bike,two day,east,foggy,233.3,16.8,05:20:00 PM, 05:10:00 PM,no,delivered,5,1217.02
26-10-2025,530950,amazon logistics,cosmetics,truck,express,north,cold,46.2,34,05:20:00 PM, 05:18:00 PM,no,delivered,4,383
27-10-2025,531040,ecom express,clothing,ev van,express,north,rainy,79.5,28.6,05:25:00 PM, 05:16:00 PM,yes,delayed,3,533.24
28-10-2025,531130,ekart,groceries,van,same day,east,hot,273.2,47,05:30:00 PM, 05:25:00 PM,yes,delayed,2,1607.09
29-10-2025,531220,blue dart,groceries,truck,two day,west,stormy,129.5,19.9,06:00:00 PM, 05:40:00 PM,no,delivered,3,707.23
30-10-2025,531310,ecom express,automobile parts,scooter,same day,north,rainy,153.7,24.7,06:15:00 PM, 06:10:00 PM,no,delivered,4,942.69
31-10-2025,531400,shadowfax,fragile items,ev bike,same day,west,clear,193.3,8.8,06:30:00 PM, 06:28:00 PM,no,delivered,4,1092.96
01-10-2025,531490,ekart,documents,bike,standard,east,clear,159,38.6,06:45:00 PM, 06:10:00 PM,no,delivered,5,910.92
02-10-2025,531580,shadowfax,furniture,truck,two day,north,stormy,225.4,49.2,07:00:00 PM, 06:28:00 PM,no,delivered,5,1274.48
03-10-2025,531670,fedex,automobile parts,van,same day,east,clear,67.7,48.9,07:15:00 PM, 07:10:00 PM,no,delivered,3,585.26
04-10-2025,531760,ecom express,groceries,truck,standard,central,stormy,276.3,24,07:30:00 PM, 07:15:00 PM,no,delivered,4,1453.44
05-10-2025,531850,ekart,clothing,van,express,east,hot,17.1,26.6,07:45:00 PM, 07:30:00 PM,no,delivered,5,215.21
06-10-2025,531940,ecom express,documents,ev van,same day,central,hot,150.4,15.1,08:00:00 PM, 07:40:00 PM,no,delivered,5,897.36
07-10-2025,532030,ecom express,pharmacy,ev van,two day,central,clear,297.1,48.5,08:15:00 PM, 08:10:00 PM,no,delivered,5,1632.72
08-10-2025,532120,blue dart,automobile parts,scooter,same day,south,clear,198,6,08:30:00 PM, 08:28:00 PM,no,delivered,4,1107.85
09-10-2025,532210,blue dart,documents,bike,express,north,rainy,145.2,38.9,08:45:00 PM, 08:30:00 PM,yes,delayed,3,892.82
10-10-2025,532300,fedex,electronics,van,express,west,foggy,285.8,28.1,09:00:00 PM, 08:28:00 PM,yes,delayed,2,1563.27
11-10-2025,532390,delhivery,clothing,truck,same day,east,clear,24.3,32.3,10:25:00 AM,10:22:00 AM,no,delivered,5,318.52
12-10-2025,532480,ekart,groceries,ev bike,two day,south,foggy,127.3,31.7,10:30:00 AM, 10:25:00 AM,no,delivered,4,731.6
13-10-2025,532570,dhl,electronics,truck,same day,north,clear,271.2,21.9,10:30:00 AM,12:00:00 PM,yes,delayed,3,1521.79
14-10-2025,532660,ecom express,electronics,truck,two day,north,clear,204.4,26.1,10:35:00 AM, 10:29:00 AM,no,delivered,4,1100.33
15-10-2025,532750,ecom express,pharmacy,bike,same day,central,foggy,111.2,34.9,10:40:00 AM,10:34:00 AM,no,delivered,4,760.79
16-10-2025,532840,blue dart,fragile items,ev bike,express,north,stormy,293.3,47.6,11:45:00 AM,12:00:00 PM,yes,delayed,3,1632.72
17-10-2025,532930,ecom express,documents,scooter,express,central,foggy,228,20.5,11:50:00 AM,12:00:00 PM,yes,delayed,3,1251.62
18-10-2025,533020,delhivery,furniture,van,express,south,hot,293.2,22.4,12:00:00 PM,11:52:00 AM,no,delivered,4,1583.2
19-10-2025,533110,xpressbees,pharmacy,van,standard,north,rainy,175.5,9,12:15:00 PM,12:07:00 PM,no,delivered,4,904.35
20-10-2025,533200,amazon logistics,cosmetics,bike,same day,east,clear,3.6,33.7,12:30:00 PM,12:13:00 PM,no,delivered,5,218.19
21-10-2025,533290,ecom express,automobile parts,van,standard,north,cold,291.6,45.9,12:45:00 PM,12:21:00 PM,no,delivered,4,1595.79
22-10-2025,533380,ekart,fragile items,van,two day,south,foggy,247.4,26.7,01:00:00 PM,12:47:00 PM,no,delivered,5,1317.13
23-10-2025,533470,ecom express,documents,scooter,two day,north,stormy,165.5,12.1,01:15:00 PM,12:45:00 PM,no,delivered,4,863.89
24-10-2025,533560,blue dart,automobile parts,scooter,express,north,hot,49.1,23.3,01:00:00 PM,12:55:00 PM,yes,delayed,2,365.28
25-10-2025,533650,fedex,electronics,bike,same day,north,rainy,264.4,23.8,03:10:00 PM,03:10:00 PM,yes,delayed,3,1493.46
